S_MASS,P_PERIOD,P_DISTANCE,P_HABITABLE
1.0,4.5215889,0.053502031,0
0.72,9.3364659,0.07775746,0
0.97,10.107691,0.090545756,0
0.72,0.78916165,0.014976064,0
0.95,11.874568,0.10011427,0
0.94,109.64718,0.43908694,0
0.94,15.645917,0.1199001,0
0.77,6.2640685,0.060941171,0
0.94,23.198681,0.15590536,0
0.94,5.7772121,0.061711255,0
0.7,24.400255,0.14615213,0
1.04,0.93511806,0.018956797,0
0.94,1.3415551,0.023314414,0
1.27,0.66502692,0.016143719,0
0.79,132.99683,0.47128051,0
0.93,2.2157104,0.032459801,0
0.95,3.3518316,0.043079654,0
1.09,4.7683049,0.057046333,0
1.32,44.616956,0.27000233,0
1.14,3.4016567,0.046231518,0
0.82,14.009475,0.10642952,0
1.04,27.572274,0.18092659,0
1.16,2.1282393,0.034015421,0
0.55,4.4968604,0.043675382,0
0.55,1.7667891,0.02342899,0
0.7,0.91614077,0.016387663,0
1.11,1.8778827,0.030836342,0
0.76,24.754397,0.15166394,0
1.16,76.613377,0.37085031,0
0.88,1.2895881,0.022214563,0
0.82,0.63400294,0.013515797,0
0.93,3.0091324,0.039807484,0
0.82,7.0631734,0.067418759,0
0.78,59.497095,0.27449743,0
1.51,40.528641,0.26485606,0
0.83,3.5755496,0.04299627,0
0.8,136.20563,0.4808426,0
0.76,2.9419409,0.036660922,0
1.49,13.321962,0.12558867,0
1.0,7.6999348,0.076295851,0
1.0,4.77468,0.055480334,0
0.62,2.164571,0.027918237,0
0.62,1.5740903,0.022576669,0
1.07,0.67564949,0.015409378,0
0.99,25.873148,0.17059023,0
1.19,20.264168,0.15411482,0
1.19,7.4414211,0.079030695,0
0.87,3.4462039,0.042616386,0
0.87,2.0054127,0.029704242,0
0.98,1.3115556,0.023286776,0
1.22,1.2912328,0.024791293,0
0.85,10.652767,0.089734095,0
1.47,3.3004192,0.049316782,0
0.98,5.3088066,0.059144747,0
0.86,0.74092842,0.01523561,0
0.7,11.953989,0.090827526,0
0.83,0.88184115,0.016909437,0
0.52,10.3126,0.074545733,0
0.52,13.7813,0.090442133,0
0.52,23.0881,0.12757614,0
0.96,10.310825,0.091438459,0
0.96,25.384269,0.16671567,0
1.36,16.358306,0.13969518,0
1.26,13.909358,0.12222812,0
0.78,15.362628,0.11130588,0
1.15,2.8887986,0.041580242,0
1.02,6.7397238,0.070275565,0
0.82,2.2795267,0.031720787,0
0.63,12.28546,0.089306698,0
0.63,5.5360815,0.05249179,0
0.63,20.956816,0.12749895,0
0.63,37.632708,0.18836494,0
0.81,99.253095,0.39099148,0
0.98,6.4802167,0.067552994,0
1.03,54.409233,0.283729,0
0.88,15.14104,0.1147557,0
0.95,2.4435781,0.034895404,0
1.64,3.9376637,0.057537358,0
1.17,3.7847065,0.050071774,0
1.18,18.220642,0.14316802,0
1.09,47.449955,0.26392201,0
1.13,2.7881568,0.040372021,0
1.13,4.1382759,0.052530959,0
0.97,1.6386531,0.026921017,0
1.51,6.790123,0.080541471,0
0.83,9.0668942,0.079954201,0
1.07,11.200664,0.10018438,0
0.9,2.0338791,0.030325442,0
1.11,5.194922,0.060767295,0
0.84,15.931474,0.11688891,0
1.05,28.227418,0.18436852,0
1.05,11.629058,0.10207883,0
1.1,20.07115,0.14917246,0
1.21,2.9979319,0.043349675,0
0.83,0.76486493,0.015378904,0
0.63,60.866168,0.25954165,1
0.95,86.115089,0.37509126,0
1.06,3.6146051,0.046987832,0
0.84,13.182964,0.10302549,0
0.8,3.5157632,0.041997098,0
0.89,0.63642408,0.01392528,0
1.09,1.4951495,0.02632943,0
1.02,20.350521,0.14681147,0
0.77,22.476443,0.14283178,0
1.01,42.521589,0.23916063,0
0.82,6.6996001,0.065084877,0
1.25,6.9131112,0.076488344,0
1.15,18.605194,0.14393453,0
0.79,23.955378,0.15030979,0
1.02,29.609174,0.18850686,0
0.97,14.45413,0.1149286,0
1.02,14.256323,0.11580162,0
1.01,0.96897238,0.019223137,0
1.28,10.676072,0.10300395,0
1.05,4.4848749,0.054084507,0
0.77,2.4605099,0.032685606,0
1.03,5.8660153,0.06427135,0
1.09,23.910901,0.16712793,0
1.14,4.1359227,0.052665488,0
1.47,8.0533362,0.089385256,0
1.21,4.4534328,0.056437523,0
1.06,9.705716,0.090774368,0
0.93,10.929546,0.094060069,0
0.97,2.3194201,0.033938012,0
0.46,8.0739285,0.060788127,0
0.98,39.859484,0.22678068,0
1.0,39.441984,0.22671595,0
1.34,81.416294,0.40521489,0
1.19,2.4181132,0.037354502,0
1.03,33.42035,0.20501988,0
1.13,10.600523,0.098345364,0
0.81,0.68996783,0.014241545,0
0.97,56.674729,0.28577646,0
0.95,12.270659,0.10232836,0
1.08,13.227453,0.1122798,0
1.28,22.951,0.17157235,0
1.28,42.882,0.26027328,0
0.71,54.509417,0.25094394,0
1.0,35.622233,0.2118314,0
1.41,42.913751,0.26893475,0
0.97,47.16117,0.25282685,0
0.9,47.031948,0.246142,0
0.62,49.276764,0.22425127,0
0.64,18.137383,0.11639991,0
1.01,51.111024,0.27037078,0
0.96,47.987276,0.25488878,0
0.78,62.869161,0.28477349,0
0.7,29.963325,0.16759803,0
0.79,29.349477,0.17210184,0
1.0,65.648834,0.31841554,0
0.96,25.15864,0.16572629,0
1.02,31.77859,0.19760566,0
1.02,5.3278629,0.060082082,0
0.75,31.827711,0.1785392,0
1.01,31.175045,0.19445603,0
0.86,47.056904,0.24252581,0
1.04,8.2398487,0.080872368,0
1.04,3.5455302,0.046093688,0
0.92,21.86353,0.1487941,0
0.8,16.29509,0.11674655,0
0.95,3.638994,0.045506312,0
1.16,38.131283,0.23290734,0
1.09,14.427355,0.1193373,0
1.04,36.433345,0.21786462,0
1.18,82.177374,0.39081548,0
0.98,10.358632,0.092353465,0
0.81,11.5553,0.093223497,0
1.04,26.084059,0.17435623,0
0.99,14.532614,0.11613161,0
0.85,22.126799,0.14608141,0
0.8,5.94221,0.059589748,0
0.88,12.253832,0.099659431,0
1.25,9.5085156,0.094599327,0
0.94,30.454914,0.18692057,0
1.11,19.915772,0.14884994,0
1.08,54.649576,0.28909596,0
1.38,7.3194636,0.082121226,0
1.05,39.818993,0.23189934,0
0.93,82.294751,0.36134217,0
0.9,92.436297,0.38620579,0
1.0,16.586176,0.12725468,0
0.77,16.75255,0.11741595,0
1.06,15.021798,0.121458,0
0.96,91.080482,0.3907361,0
1.03,85.273256,0.38282229,0
1.18,64.658802,0.33308521,0
0.96,8.7419977,0.081910661,0
0.86,48.051405,0.24593091,0
0.82,44.2008,0.22894664,0
1.02,4.942782,0.057242852,0
1.0,15.03301,0.11918096,0
1.2,14.556453,0.12395775,0
1.44,41.708363,0.26573321,0
0.77,96.16987,0.37644295,0
0.85,82.304003,0.35069523,0
0.93,30.860937,0.18790714,0
0.95,14.032915,0.11190497,0
0.89,16.050621,0.11975697,0
1.14,20.70565,0.15412406,0
1.0,25.43382,0.16921959,0
1.19,84.703921,0.39990875,0
1.17,23.238279,0.16789619,0
0.73,20.359726,0.1313606,0
0.99,160.88465,0.57685198,0
1.21,217.83176,0.75483526,0
1.3,214.31142,0.76475251,0
1.04,7.2593198,0.074322097,0
1.58,5.5460837,0.071403505,0
1.54,5.111779,0.067049855,0
0.94,240.79894,0.74185994,0
0.76,0.65355357,0.013447293,0
0.81,47.148408,0.23803963,0
0.96,1.8478892,0.029065909,0
0.97,0.93875077,0.018569505,0
1.17,70.96746,0.35340908,0
1.07,2.4166012,0.036039116,0
0.73,3.908632,0.043715323,0
1.21,160.12992,0.61482714,0
1.03,1.7911102,0.029143172,0
0.81,5.3390569,0.055716127,0
0.92,2.5904434,0.035893975,0
0.92,5.3227406,0.058013495,0
1.16,1.1385434,0.022416197,0
0.91,1.0936636,0.020127006,0
1.31,308.5471,0.97756956,0
0.9,5.7166887,0.060397656,0
1.08,138.9442,0.53853151,0
0.71,364.75803,0.89111198,0
0.81,1.4444538,0.023306317,0
1.03,175.13882,0.61855303,0
0.84,133.30367,0.48176002,0
0.74,125.41312,0.44342019,1
0.86,8.406912,0.076930763,0
0.94,3.9511688,0.047903718,0
0.94,2.8922302,0.038908164,0
0.94,5.9927374,0.063236672,0
0.94,5.1011576,0.056797776,0
1.39,6.9671027,0.079655536,0
0.81,168.81117,0.55710713,1
0.84,163.69235,0.55244401,0
0.95,19.597497,0.13981416,0
1.12,0.69297968,0.015912163,0
0.99,124.82868,0.48707693,0
0.88,214.88655,0.67268223,0
1.07,225.58281,0.74160875,0
1.14,24.49737,0.17240803,0
0.85,184.77185,0.60127494,1
0.85,4.2426188,0.048574149,0
0.84,198.08877,0.62734907,0
1.04,8.1050163,0.079987711,0
0.97,8.8271346,0.082726878,0
1.11,3.740325,0.048815391,0
0.83,3.5047036,0.042426425,0
0.86,0.97191543,0.018256941,0
1.02,3.0319574,0.041259599,0
1.07,1.005207,0.020082039,0
1.02,64.273775,0.31603281,0
1.0,3.432766,0.04452518,0
0.93,18.054038,0.13143775,0
0.76,1.5381884,0.02379325,0
0.84,0.53991524,0.012241079,0
0.95,153.97958,0.55257708,0
1.09,20.925392,0.15290938,0
1.25,5.7918016,0.067975959,0
0.92,26.548955,0.16935725,0
1.23,3.3855549,0.047267703,0
0.97,5.4954862,0.060316696,0
1.01,2.6157554,0.03726903,0
1.06,6.9424334,0.072602681,0
0.95,2.5531421,0.035930843,0
1.05,6.9847197,0.072667237,0
0.78,6.3056025,0.061474095,0
0.9,1.4508869,0.024211001,0
0.75,0.84990789,0.015950631,0
1.47,56.644928,0.32813763,0
1.12,6.2838549,0.069193664,0
0.28,4.8381771,0.036617054,0
0.94,9.3280735,0.084933721,0
1.1,13.39971,0.1139473,0
0.94,3.5827463,0.044877591,0
1.45,15.604921,0.13829504,0
1.08,9.4060467,0.089451762,0
0.96,7.8493174,0.076235028,0
1.18,0.99166527,0.020561128,0
1.11,7.617608,0.078432543,0
1.1,8.1850495,0.082032886,0
1.18,3.0571007,0.043552195,0
0.81,174.50984,0.56957536,0
1.06,2.7160381,0.038836082,0
0.84,4.5638047,0.050794967,0
0.95,66.373379,0.31531652,0
1.25,2.9465418,0.043319951,0
1.07,4.3419512,0.053263223,0
0.99,122.36355,0.48064308,0
0.69,228.776,0.70481678,0
0.86,386.37055,0.98706348,0
1.04,2.2092195,0.033626364,0
1.22,11.179316,0.10452969,0
1.21,2.2716393,0.036029999,0
0.81,0.68368426,0.014154947,0
0.86,85.75655,0.36184335,0
0.9,196.43522,0.63836637,1
1.14,13.647368,0.11672855,0
0.75,16.473569,0.11509464,0
1.18,114.34219,0.48708855,0
0.91,8.7018157,0.08021642,0
0.94,5.1762429,0.057353766,0
0.96,3.917951,0.047970322,0
1.08,1.5184299,0.026520434,0
0.79,3.9466141,0.0451719,0
1.04,47.312619,0.25932159,0
1.21,6.7628438,0.074563151,0
1.15,27.478557,0.18666868,0
1.41,6.1082602,0.073315243,0
1.0,23.622591,0.16108728,0
1.15,101.95183,0.44737551,0
1.15,92.263714,0.41856491,0
1.31,10.811874,0.10468086,0
1.0,4.3612835,0.052229888,0
0.5,3.2903045,0.034355026,0
0.96,287.37895,0.84056242,0
1.51,4.1396297,0.057873027,0
0.87,7.2028365,0.069665594,0
0.55,76.378033,0.28858657,0
1.01,3.8759581,0.048439843,0
0.66,509.9974,1.0874339,0
0.97,4.0951393,0.049576887,0
1.12,448.30356,1.1902286,1
1.2,186.40427,0.6784855,0
0.92,374.87624,0.98938231,0
0.89,469.63111,1.1371319,0
1.01,425.47785,1.1105412,0
1.02,6.1096032,0.065824103,0
0.97,259.33683,0.78766757,1
1.12,9.878482,0.093549695,0
1.27,7.5844126,0.081794751,0
1.12,19.672266,0.14807617,0
1.12,32.657212,0.20760365,0
0.88,12.205751,0.099398568,0
0.88,6.6513802,0.066314978,0
0.92,5.3426451,0.058158033,0
0.89,21.090776,0.14367061,0
1.02,16.177956,0.1259869,0
0.24,4.4855838,0.03307191,0
1.22,1107.5923,2.7250917,0
0.22,8.68909,0.0514,0
0.33,1.53818,0.018018031,0
0.52,9.8786392,0.07305161,0
0.4,38.09722,0.1654,1
0.72,140.2524,0.4706,1
1.01,1047.8356,2.0944788,0
1.03,11.872879,0.103,0
1.03,31.578659,0.26584126,0
1.45,3.8493728,0.054507272,0
0.77,4.3931632,0.0483,0
0.77,7.406114,0.0684,0
0.77,21.803855,0.1415116,0
0.77,1071.2323,1.8936326,0
1.16,1.4857108,0.025911568,0
0.97,3.504725,0.0447,0
0.97,7.64159,0.0752,0
0.97,14.85888,0.1172,0
0.54,3.8867907,0.0343,0
0.54,7.267302,0.0451,0
0.54,13.342996,0.0781,0
0.54,22.407704,0.11,0
0.54,129.9441,0.4323456,1
0.94,9.28716,0.085294922,0
0.94,28.731,0.18376304,0
0.94,62.95,0.30368631,0
0.95,3.6961153,0.046320835,0
0.95,10.854091,0.09611472,0
0.95,77.6113,0.3506,0
0.95,6.0985228,0.0639,0
0.95,19.577585,0.1396,0
0.95,34.94,0.20781187,0
1.41,2.78578,0.042725543,0
0.97,289.8623,0.849,1
1.12,7.38449,0.077288525,0
1.12,9.84564,0.094392337,0
1.12,14.78869,0.1225084,0
1.12,19.72567,0.14853695,0
1.19,6.238297,0.070264787,0
1.19,12.7207,0.11299016,0
1.19,122.4,0.51546662,0
0.54,12.28,0.084808567,0
0.54,17.2559,0.10639778,0
0.54,3.543919,0.039,0
0.54,46.827915,0.22,1
0.65,15.3348,0.118,0
0.65,31.3309,0.191,0
0.9,10.435478,0.090212204,0
0.9,7.4108627,0.071807461,0
0.9,5.2497254,0.057062148,0
0.75,5.9123,0.062,0
0.75,8.9858,0.081,0
1.08,34.545,0.21,0
1.08,125.8518,0.51,0
1.08,66.0634,0.33,0
0.98,10.3384,0.092233171,0
0.98,13.2884,0.1090352,0
0.5,10.864384,0.08330155,0
0.5,5.8416366,0.054936845,0
0.5,19.850291,0.1244251,0
0.5,34.14211,0.17820205,1
0.5,63.33627,0.26888475,1
0.99,29.33434,0.18015876,0
0.99,60.323105,0.30001848,0
0.99,143.34394,0.500121,0
0.91,10.4208,0.09046017,0
0.91,13.0729,0.10522154,0
1.21,20.8613,0.16,0
1.21,42.6318,0.26,0
1.21,87.6451,0.4,0
0.58,5.90124,0.05,0
0.58,8.7522,0.09,0
0.58,22.7802,0.13,0
0.58,2.896,0.033,0
0.58,0.74296,0.013,0
1.1,34.921,0.21579013,0
1.1,71.312,0.34733527,0
1.29,5.66793,0.0677,0
1.29,13.17562,0.1189,0
1.29,21.77596,0.1662,0
1.29,31.7844,0.2138,0
1.29,41.02902,0.2535,0
1.05,288.822,1.107646,0
0.89,131.458,0.60400226,0
1.07,13.83989,0.11538769,0
1.07,16.23855,0.12836986,0
0.87,13.36731,0.10520717,0
0.87,21.302,0.14353668,0
0.87,39.7922,0.21771146,0
0.87,51.196,0.25753722,0
0.94,105.599,0.46343716,0
1.29,21.08721,0.16502861,0
1.22,3.21346,0.0456,0
1.48,6.87349,0.08,0
1.07,2.42629,0.036135379,0
1.07,4.62332,0.055540116,0
1.0,0.66931,0.014971354,0
1.0,3000.0,4.0699628,0
1.08,2.46502,0.036632321,0
0.92,68.9584,0.32001006,0
1.15,1.8555582,0.03101,0
1.21,17.833648,0.12437157,0
0.87,3.005156,0.037899675,0
0.87,7.834435,0.074330985,0
0.87,58.02035,0.28128557,0
0.87,31.509728,0.18602381,0
1.17,1.7208604,0.02897,0
0.82,66.262,0.35777779,0
0.89,4.7,0.052808617,0
0.89,7.171,0.069988396,0
0.67,4.176,0.044399166,0
0.67,8.708,0.072468083,0
1.0,6.319,0.066876745,0
1.0,12.209,0.10374399,0
0.9,12.331,0.10082988,0
0.9,15.943,0.11966591,0
0.98,86.67856,0.3882632,0
1.39,69.7546,0.49836947,0
1.39,675.47,1.708439,0
0.13,1.2137672,0.0116,0
0.13,0.45328509,0.006,0
0.13,1.865169,0.0154,0
0.79,704.1984,1.2200246,0
1.15,7.8914483,0.082,0
0.85,2.6843285,0.035856471,0
1.01,3.3118644,0.044,0
1.01,223.3,0.73,0
0.93,3.7970182,0.04892648,0
0.91,3.2175188,0.04207068,0
0.96,10.290994,0.10578295,0
0.87,3.5256325,0.04434786,0
1.32,3.0240949,0.046,0
1.17,35.968,0.2244,0
1.17,110.979,0.4757,0
1.07,6.803,0.0719,0
1.07,8.703,0.0847,0
1.07,11.922,0.1045,0
1.32,52.501129,0.34066872,0
1.32,406.2,1.3232074,0
1.46,5.3340838,0.068380766,0
1.2,12.87471,0.11528075,0
1.54,8.6001536,0.09541601,0
0.73,64.00205,0.34511895,0
0.73,16.797139,0.11555109,0
0.71,66.65062,0.2880576,0
0.54,35.23319,0.1660747,0
0.88,178.1396,0.56325335,0
1.12,3.2467293,0.044697139,0
0.57,101.11141,0.2559876,1
0.57,207.2482,0.6432,0
0.61,112.3053,0.4093272,1
0.74,177.6693,0.49799475,1
0.76,3.6001053,0.042314784,0
0.76,4.5458841,0.05115532,0
0.76,6.189392,0.060972,0
0.76,7.743493,0.069948,0
0.76,9.740486,0.084510255,0
0.18,2.984151,0.02289888,0
0.18,4.871229,0.031746273,0
0.18,8.15275,0.04475104,0
0.22,1.565409,0.015924616,0
0.22,3.036179,0.024766731,0
0.22,5.148921,0.035220425,0
1.0,7.7943013,0.07748171,0
0.97,12.58242,0.10482664,0
0.97,33.6727,0.2022218,0
0.59,2.455239,0.0301815,0
1.35,28.454851,0.20159444,0
1.35,15.413135,0.1339579,0
1.35,7.51464,0.083777674,0
1.04,384.843,1.046,1
0.94,240.503,0.79080927,0
0.85,10.57,0.089268696,0
0.85,523.9,1.2047981,0
0.98,20.740284,0.14671057,0
1.07,220.13034,0.72961,0
0.98,8.3137831,0.079759797,0
1.59,84.687981,0.44040929,0
0.87,8.9810168,0.080704853,0
1.21,7.2569652,0.07815223,0
1.23,9.9406725,0.096921868,0
1.04,51.079263,0.27290852,0
1.04,3.7092138,0.047501637,0
1.05,24.993242,0.17000214,0
0.96,38.478757,0.21999561,0
0.96,49.4643,0.28776344,0
0.96,303.227,0.96473296,0
0.96,187.366,0.69940137,0
1.4,24.669196,0.18549074,0
1.49,5.0142346,0.06546986,0
0.85,4.1762555,0.048066286,0
1.06,14.557317,0.11894123,0
0.99,5.6606729,0.061939353,0
0.86,3.1055082,0.039606289,0
1.03,14.006406,0.11481707,0
0.87,11.119907,0.093057219,0
0.85,13.221758,0.10363553,0
0.86,12.493413,0.10018356,0
0.88,4.778,0.053190557,0
0.88,9.67395,0.085128113,0
0.88,42.8961,0.22976419,0
0.88,982.0,1.8524428,0
1.25,4.9195838,0.060967511,0
1.01,10.060826,0.091489748,0
0.75,56.354186,0.26130484,0
1.28,30.229104,0.2061562,0
0.96,10.045569,0.089863433,0
1.07,3.2432598,0.043848893,0
0.79,30.360447,0.17603163,0
0.91,15.358768,0.11715503,0
0.91,38.651998,0.2167561,0
1.07,3.1208292,0.042738323,0
0.82,17.276296,0.12239057,0
1.08,3.2686952,0.044214741,0
1.04,4.2253845,0.051812135,0
0.94,11.720123,0.098894836,0
1.36,3.0038766,0.045131238,0
1.1,8.0251182,0.080960791,0
0.86,3.4130362,0.042179649,0
0.86,8.3086494,0.076330129,0
1.09,3.5732037,0.047064151,0
0.98,9.6137536,0.087871271,0
0.87,5.6325284,0.05913141,0
1.37,3.5484657,0.0538,0
1.24,7.81254,0.077,0
1.24,9.37647,0.087,0
1.02,8.5083244,0.082086608,0
1.03,5.6406776,0.062614677,0
1.15,4.2868643,0.054096436,0
0.33,9.5492754,0.060859421,0
0.55,27.52198,0.14613365,0
1.19,6.8834055,0.075028704,0
1.16,3.5680969,0.048005019,0
1.16,25.308897,0.17721931,0
1.1,41.746004,0.243062,0
1.04,45.154,0.25160112,0
1.04,85.312,0.38403763,0
1.04,130.194,0.50901629,0
0.91,19.556594,0.13763182,0
1.0,296.63786,0.87028329,0
1.17,34.43588,0.21822892,0
1.02,28.862356,0.18532364,0
1.28,5.651796,0.067406824,0
0.9,19.963713,0.13902235,0
1.62,24.854624,0.19571286,0
0.95,60.928323,0.29782667,0
0.96,8.5120359,0.080467826,0
0.89,24.307895,0.15793236,0
1.1,19.674161,0.14719892,0
1.1,5.2110426,0.060709529,0
1.34,22.208132,0.17043254,0
1.54,38.584228,0.25800197,0
0.93,5.8359831,0.061907969,0
1.09,7.9741981,0.080372918,0
1.09,1.8889791,0.030770636,0
0.95,18.684049,0.13543516,0
1.15,5.4584983,0.063551278,0
1.28,13.285356,0.11916856,0
1.01,19.782974,0.14359668,0
1.07,1.9803577,0.031559726,0
1.07,12.834502,0.10970426,0
0.98,18.648953,0.13667462,0
0.98,38.558304,0.22181805,0
0.98,9.751962,0.091,0
0.97,39.309419,0.22392259,0
0.78,29.884857,0.17345037,0
0.87,12.924916,0.10287294,0
0.78,28.511205,0.16809372,0
1.05,15.959945,0.12606473,0
1.18,4.9033216,0.059675647,0
0.92,1.8270823,0.028440958,0
1.07,3.2475552,0.043887601,0
0.96,81.737807,0.36353702,0
1.05,125.63243,0.53673374,0
1.05,1000.0,2.7225,0
1.02,172.70498,0.61081948,0
1.41,5.0800585,0.064837819,0
0.93,13.144976,0.10637602,0
0.7,13.89962,0.10043325,0
1.16,21.416169,0.15854654,0
1.04,13.249341,0.11099843,0
1.11,4.1470203,0.05229273,0
0.78,6.0103843,0.059540057,0
0.93,4.4541943,0.051703107,0
0.88,42.949565,0.22995506,0
0.88,117.0405,0.44863647,0
0.87,8.6001041,0.078406448,0
0.65,12.376466,0.090687017,0
1.03,5.2634158,0.059790715,0
0.92,4.030468,0.048195795,0
0.92,328.23995,0.90552371,0
0.93,1.9022086,0.029320809,0
1.03,16.217754,0.12660449,0
1.0,11.722922,0.10097181,0
1.11,3.7059895,0.048516188,0
0.85,29.007905,0.17498203,0
0.96,17.587523,0.13053784,0
1.32,10.5016,0.1028,0
1.32,21.40239,0.1652,0
1.32,1002.0,2.2032,0
0.34,18.477644,0.095448023,0
0.96,58.362049,0.29041587,0
0.96,5.350162,0.059044292,0
0.93,18.009314,0.13122059,0
0.8,22.184327,0.14340702,0
0.95,3.7508323,0.046433973,0
0.98,4.2437472,0.050943008,0
0.83,18.427946,0.12828825,0
0.84,16.542974,0.11986113,0
0.55,11.023475,0.079404076,0
0.95,34.188905,0.20261623,0
0.83,5.7293196,0.058875908,0
0.83,11.609257,0.09427688,0
0.93,4.301662,0.050515896,0
0.93,4.7985994,0.054335066,0
0.83,17.205235,0.12254888,0
0.99,22.183297,0.1539591,0
0.95,7.6588041,0.07473512,0
0.97,9.3789194,0.086139433,0
0.99,29.911368,0.18790809,0
0.78,25.695783,0.15683717,0
0.87,1.6168837,0.0257317,0
0.99,9.6685772,0.088504021,0
0.67,8.2224197,0.0697484,0
1.0,40.606982,0.2311586,0
0.93,18.492357,0.13355661,0
0.94,6.5100253,0.066825255,0
1.17,35.18103,0.22136582,0
0.96,2.7523598,0.037908514,0
0.94,2.1047222,0.031478596,0
0.92,10.940278,0.093783064,0
1.01,4.2216254,0.051278637,0
0.88,16.549649,0.12176701,0
1.04,11.868171,0.10314382,0
1.04,17.980124,0.1360554,0
1.1,5.8529626,0.065598053,0
0.97,81.16943,0.36310187,0
1.04,2.8201924,0.039570647,0
1.08,21.21709,0.15385373,0
0.91,13.646182,0.10827565,0
0.87,25.302923,0.16098909,0
1.21,21.300227,0.16021168,0
0.97,13.023659,0.10721498,0
0.87,3.7017543,0.044697959,0
0.83,15.655627,0.11507542,0
1.21,3.2346996,0.04852,0
1.04,7.1334,0.073460135,0
1.04,8.9187,0.085255363,0
1.04,11.8981,0.10331715,0
0.84,23.675176,0.15221758,0
0.85,5.3788684,0.056899678,0
1.08,15.284695,0.12363896,0
1.01,21.053586,0.14968125,0
1.01,127.90758,0.49836502,0
1.01,6.2171292,0.066375826,0
1.02,25.855018,0.17221574,0
0.91,3.3835381,0.042733722,0
0.91,2.3589515,0.033599748,0
1.13,24.31576,0.17105179,0
0.84,0.6381632,0.013684338,0
1.0,6.412515,0.067534935,0
1.09,6.5212107,0.070286277,0
0.64,59.87756,0.26613965,1
1.1,6.9969266,0.073888808,0
1.1,151.86392,0.5749237,0
1.01,2.4370333,0.035551477,0
0.98,3.7221564,0.04667826,0
0.98,15.779796,0.12226979,0
0.85,14.034915,0.10784228,0
0.73,10.355847,0.083702979,0
0.98,9.9976185,0.090195034,0
0.98,90.411356,0.39150164,0
0.51,1.6826961,0.022115838,0
1.05,3.5957696,0.046676744,0
1.09,5.4042722,0.062012113,0
1.09,1.208465,0.022845873,0
0.69,5.714932,0.0553,0
0.69,12.4417,0.0929,0
0.69,18.16406,0.12,0
0.69,122.3874,0.427,1
0.69,267.291,0.718,1
1.15,12.913754,0.11283501,0
0.72,2.6281137,0.033397694,0
0.64,14.282267,0.099258486,0
0.9,9.0709773,0.082166184,0
1.1,14.586496,0.12057977,0
1.04,7.7519249,0.077647422,0
1.04,4.1653651,0.051320323,0
1.01,14.485852,0.11665751,0
1.3,40.699444,0.25266767,0
1.0,15.458057,0.121417,0
0.93,7.2385854,0.07146713,0
0.98,9.4341505,0.0881,0
1.02,161.47439,0.5840438,0
1.24,17.979791,0.14426906,0
0.91,30.996607,0.18709671,0
1.02,8.5034072,0.082054978,0
1.03,5.1695018,0.059077361,0
1.33,23.44971,0.17628625,0
0.85,16.080661,0.11808239,0
1.64,23.205846,0.18772515,0
0.88,6.0797289,0.062458745,0
1.14,10.214205,0.096223442,0
1.01,22.24814,0.15529084,0
1.02,9.4896157,0.088282651,0
1.4,4.4174586,0.058929654,0
1.0,16.338896,0.1259867,0
1.49,3.1739171,0.048265339,0
1.13,3.2758226,0.044952027,0
0.93,15.873646,0.12062991,0
1.03,16.225465,0.12664462,0
1.05,17.421175,0.13364651,0
0.97,29.907227,0.18661687,0
1.25,2.15491,0.035,0
1.25,5.859944,0.068,0
1.25,8.13123,0.084,0
1.25,258.8,0.89024121,0
1.08,3.0321456,0.042054987,0
0.92,21.385215,0.14661596,0
0.97,4.1820025,0.050275491,0
1.02,14.70749,0.11823208,0
1.02,0.90037648,0.01836506,0
1.04,13.724651,0.11363747,0
1.15,46.406336,0.26472424,0
0.86,1.2602591,0.021709455,0
1.01,24.543504,0.16579614,0
0.63,1.2870768,0.0198469,0
0.79,17.671796,0.12271728,0
1.04,17.815815,0.1352,0
0.75,9.2735819,0.078468434,0
0.7,6.0293013,0.057551091,0
0.79,21.676975,0.14062128,0
0.86,4.9967828,0.054383775,0
1.01,2.5255933,0.03640762,0
0.79,16.013102,0.11491293,0
1.03,4.4987609,0.053849776,0
0.91,41.439628,0.2270565,0
0.87,8.3539064,0.07690284,0
1.15,4.1255469,0.052730657,0
0.86,15.7259,0.1171,0
0.99,2.8165048,0.03889212,0
0.97,4.2809586,0.051065487,0
0.95,38.377462,0.21884415,0
0.88,3.7287311,0.045086288,0
0.6,2.2433819,0.028281043,0
0.79,2.337438,0.031857521,0
0.51,11.598222,0.080099023,0
1.0,6.5753168,0.068673209,0
0.94,7.2750372,0.071962955,0
0.87,12.393586,0.10003392,0
1.08,5.3988,0.061780151,0
1.08,9.6051,0.090709353,0
1.08,634.6,1.4917623,0
1.08,3.6899263,0.047936089,0
0.8,26.394356,0.16102017,0
0.92,12.611907,0.10310807,0
0.96,2.5391832,0.035924934,0
0.89,6.770302,0.067356305,0
1.11,1.6255222,0.028007809,0
0.94,1.5947455,0.02616253,0
0.77,20.50587,0.13435648,0
0.98,3.8959368,0.048120062,0
0.91,22.366561,0.15051837,0
0.81,13.722341,0.0952032,0
0.81,242.4613,0.646272,0
1.11,7.7480944,0.079325683,0
0.53,8.114379,0.063939863,0
0.9,21.812935,0.14748,0
0.76,15.375633,0.11040857,0
0.97,6.3658416,0.066527931,0
